business_partner_name,current_km_reading,invoice_date,invoice_line_text,job_card_date,part_description,quantity,unit_price,total_amount,purchase_date
Francisco Mills,59863,2025-03-03T16:13:34.341Z,Yolanda Schinner-Quitzon,2024-08-13T14:10:52.206Z,Luis Hermann,8,1732.4171768617816,12600.12870413484,2024-05-29T21:46:54.792Z
Earl Lind,66041,2024-04-16T23:56:26.676Z,Michele Ziemann,2024-11-11T21:03:12.746Z,Catherine Bruen,9,1208.9191223029047,9281.38706291793,2024-05-17T16:12:13.276Z
Rudy Goyette Sr.,39903,2024-08-27T00:57:26.657Z,Darrell O'Kon,2025-03-04T05:01:45.704Z,Delbert Satterfield,8,1660.9399787266739,5856.425731338095,2024-09-03T04:30:47.592Z
Tamara Kozey,58886,2024-09-22T21:32:05.528Z,Toby Mitchell,2025-01-29T23:57:28.667Z,Gregory Schneider,1,1286.972115561366,10663.531329727266,2025-01-28T01:15:00.200Z
Candice Mueller,33323,2025-02-11T22:12:34.637Z,Reginald Ratke,2024-04-30T09:08:14.545Z,Alice Leannon-Rath,5,1345.6013695918955,7002.611432108097,2025-03-05T01:20:33.962Z
Sara Becker,16196,2024-12-15T08:04:22.060Z,Frankie Hegmann DDS,2024-05-22T20:35:41.183Z,Karla Powlowski,7,711.4272938924842,18240.88901502546,2024-07-16T03:59:10.476Z
Cheryl Herzog-Gorczany,10793,2024-12-16T17:20:23.861Z,Susan Bruen V,2024-12-28T06:48:02.074Z,Roman Reinger,8,923.6173750599846,10909.485892672092,2025-01-10T04:44:51.090Z
Nicolas Glover,68617,2024-12-06T21:15:17.620Z,Jody Heathcote,2025-01-13T18:47:10.405Z,Marcos Kemmer,3,382.1427424554713,738.7570378836244,2025-02-01T09:04:49.903Z
Samantha Donnelly-Parker,50018,2024-06-10T04:27:35.629Z,Jamie Ziemann,2024-07-05T17:33:14.791Z,Agnes Becker,10,1503.342942299787,2655.3997501148842,2025-02-21T08:51:57.803Z
Mrs. Cecelia Lakin,80578,2024-07-23T05:22:50.631Z,Miss Jasmine Rau PhD,2024-08-07T18:54:50.765Z,Robin Marquardt Sr.,1,133.71688243933022,4260.597635596059,2025-02-03T16:47:06.256Z
Kate Mayert,55516,2024-05-12T23:37:15.383Z,Wilbur Schroeder,2024-08-06T17:59:37.573Z,June Sipes,3,1477.6063176221214,18819.318387052044,2025-03-20T15:21:33.671Z
Fannie Grady,31768,2025-03-23T15:01:27.766Z,Grant Hagenes,2024-11-01T21:36:53.361Z,Delbert Heathcote,1,967.5178772769868,10027.890324126929,2025-02-17T06:48:17.186Z
Rachel Quigley,87325,2025-03-24T05:44:02.906Z,Darren Vandervort,2024-07-30T16:14:51.138Z,Irvin Littel,6,426.3684004545212,564.8830612422898,2024-06-18T17:31:18.949Z
Kara Waters,16079,2024-09-10T12:11:18.379Z,Edward Upton IV,2025-01-08T09:25:14.776Z,Mike Ortiz,10,203.03897229023278,4433.948188996874,2024-07-13T08:10:47.327Z
Tasha Veum,90590,2024-12-09T18:06:08.282Z,Bradley Rice,2025-03-16T00:49:55.245Z,Audrey Dibbert,2,800.6203342461959,16360.312015551608,2024-08-04T05:16:03.768Z
Mandy Krajcik IV,27407,2024-12-29T10:24:21.973Z,Dr. Debbie Mayer,2024-11-08T06:22:12.196Z,Dr. Roy Kreiger,4,1674.2999118287116,7185.124084644485,2025-01-25T15:03:46.618Z
Dr. Pearl Tillman,76906,2024-05-17T14:17:33.076Z,Ms. May Schuppe Sr.,2024-07-21T02:42:38.556Z,Drew Kshlerin,6,512.3236529529095,16949.717385182157,2024-04-28T05:44:31.314Z
Brendan Hoeger,67213,2025-03-11T05:29:02.950Z,Ramona Bradtke,2024-09-30T04:40:42.202Z,Sue Boyer,6,1908.8992530829273,8217.261762276758,2024-06-08T04:59:53.814Z
Jeanette Koepp,31735,2024-11-10T08:13:31.145Z,Donna Kohler,2024-10-24T19:36:35.759Z,Faith Schmeler,3,1472.1742613706738,12707.19077863032,2024-11-19T13:53:28.927Z
Essie Flatley,14561,2024-07-24T17:25:06.270Z,Yolanda Doyle,2025-01-18T10:41:49.855Z,Dr. James Adams,10,1178.1665096175857,13925.820711220149,2024-04-22T03:26:34.959Z
Kristy Will,48090,2024-11-14T20:51:29.917Z,Julius Halvorson,2024-12-17T13:55:48.151Z,Edmond Fadel,3,1397.7450985228643,16054.41563493805,2025-02-25T12:23:45.394Z
Oscar Keeling,46024,2024-12-15T04:54:50.475Z,Minnie Wisoky,2024-11-05T02:07:02.172Z,Maryann Rath,7,414.4386804313399,10124.912474222947,2024-11-08T23:10:27.749Z
Adrian Hintz,55826,2025-02-15T04:26:12.211Z,Terry Hickle III,2024-04-11T20:17:34.630Z,Angelica Brekke,5,671.334552753251,655.4002216085792,2024-12-21T20:01:57.873Z
Daisy Metz,14171,2025-03-13T17:00:51.491Z,Nathan Senger,2024-10-10T14:10:16.306Z,Leona Dietrich-Grady,8,934.4425544608384,18870.905420184135,2025-01-24T21:02:03.584Z
Roland Reichel,99072,2025-02-13T07:30:56.601Z,Lee Reilly MD,2024-10-17T01:12:04.878Z,Pamela Purdy,7,1993.1670226622373,13482.735854538623,2024-08-15T06:58:34.130Z
Alfonso Labadie IV,19547,2024-05-18T17:12:23.732Z,Vincent Cremin,2024-06-22T08:05:35.513Z,Kurt Kirlin,7,1567.2414161264896,3188.338962267153,2024-05-08T09:52:17.412Z
Olga Hayes,20306,2024-08-26T14:52:53.610Z,Melba Effertz,2024-11-06T15:05:02.568Z,Dolores Kshlerin IV,8,1799.0072582266293,19909.011672320776,2024-06-10T19:23:09.600Z
Miss Tami Davis,91986,2024-09-08T07:39:26.435Z,Louis Kuhic,2024-09-23T23:21:45.149Z,Karla McLaughlin,7,651.9481148803607,18360.031141072977,2024-08-31T19:14:58.722Z
Mrs. Kelley Roberts,29564,2024-11-22T04:51:43.457Z,Lynda Little,2025-01-02T19:32:48.448Z,Faith McClure,9,338.854178506881,6161.498224094976,2025-01-16T07:42:40.816Z
Dr. Regina Dicki,34140,2024-09-23T11:14:20.463Z,Gwendolyn Kub,2024-08-20T20:52:31.545Z,Wayne Ernser-Bins,5,1011.4607073017396,4807.181423192378,2024-12-16T18:12:31.142Z
Ms. Juana Jacobs-Jast,21385,2025-01-06T03:04:12.099Z,Tasha Feeney,2024-03-27T17:27:44.342Z,Ted Herzog,5,1106.9976771599613,11711.362344957888,2024-07-15T01:19:10.715Z
Melanie Padberg,77918,2024-08-28T19:48:47.602Z,Ruth Muller,2024-11-21T13:26:11.011Z,Dwight Wintheiser-Daniel,2,1674.9622163246386,5317.556706967298,2024-05-03T08:05:39.633Z
Lawrence Bins I,94511,2024-09-21T13:56:00.159Z,Daryl O'Reilly,2024-08-22T21:50:42.324Z,Dr. Laverne Durgan,8,567.1089546289295,18339.049173810054,2024-12-04T20:01:05.698Z
Mattie Davis,79640,2024-05-24T00:26:08.977Z,Emily Lind,2024-08-26T11:38:35.893Z,Lucy Rohan-Stamm,1,1323.1134741916321,4791.501713939942,2024-06-22T04:06:00.901Z
Dr. Gene Streich V,86934,2024-12-27T22:36:35.349Z,Blanca Nicolas,2025-01-02T10:37:57.392Z,Wallace Kutch,5,208.92930382397026,16834.222439536825,2024-09-17T20:52:16.173Z
Iris Hettinger-Mitchell,38545,2025-01-26T13:24:55.442Z,Willard Emard-Rogahn,2024-07-19T00:24:12.581Z,Mr. Jerry Wilderman,7,1252.7856402331963,12357.98122473061,2025-03-16T05:36:36.279Z
Elisa Bernhard,15612,2024-06-18T17:42:57.962Z,Terrence Moore,2024-06-06T09:12:10.558Z,Amos Baumbach,6,936.030422267504,9345.76075457735,2024-09-27T23:14:41.697Z
Mrs. Amy Stoltenberg,96622,2024-09-09T17:27:11.875Z,Ernestine Corwin,2024-08-10T18:35:13.221Z,Stacy Rau,5,1603.1315574538894,14304.544064647052,2024-12-16T00:43:30.757Z
Tracey Schulist,19869,2024-09-16T11:16:19.886Z,Hannah Sporer,2024-08-15T04:54:28.415Z,Mrs. Rosie Heidenreich,5,100.62357317656279,15338.846665876918,2024-12-25T16:00:14.676Z
Kelli Bechtelar,18032,2024-07-21T06:17:38.869Z,Mercedes Nader,2025-02-01T09:06:56.822Z,Leticia Thompson,2,1492.5678803236224,2546.270821301732,2024-07-04T17:54:18.609Z
Sharon Mann,52010,2025-02-15T13:44:58.972Z,Ralph Wiegand,2024-05-05T12:39:22.172Z,Josefina Fahey,9,1432.6353984535672,5375.9682992124,2025-02-27T23:21:07.040Z
Carl Parisian-Hahn Jr.,4801,2024-04-14T15:24:01.403Z,Tina Kutch,2025-03-19T15:22:48.753Z,Frankie O'Reilly,7,356.16264786804095,71.19976067915559,2025-03-16T17:17:04.769Z
Juana Hansen,2554,2024-06-18T18:57:13.112Z,Lonnie Haag-Kling,2024-03-30T03:12:11.188Z,Roberta Breitenberg,8,269.5152526954189,8460.216161457356,2024-11-04T19:34:17.292Z
Spencer Schaden,51258,2024-12-05T23:48:35.664Z,Roxanne Hessel,2024-06-10T06:53:30.447Z,Marcus Kub,10,1315.6390418531373,15591.420224728063,2024-05-15T20:00:32.969Z
Charlene Kautzer,10901,2024-07-24T05:53:39.488Z,Sonia Weber DVM,2024-10-14T19:10:29.529Z,Alberto Rowe DDS,7,1166.509204171598,13597.969167528208,2024-06-01T14:01:06.161Z
Dr. Holly Morissette,55132,2024-04-22T23:50:22.422Z,Dallas Hartmann,2024-12-17T15:25:50.868Z,Ricky Blanda-Sauer DVM,2,210.00165535369888,2647.898799565155,2024-04-17T22:31:25.696Z
Audrey Yost,6695,2024-08-19T10:09:22.859Z,Dr. Ronnie Zboncak,2024-11-22T12:39:24.464Z,Ms. Ella Deckow,1,1059.2141523724422,15621.596383233555,2024-06-06T19:57:32.524Z
Hubert Collier,9632,2025-03-02T11:31:34.262Z,Kerry Kozey,2024-07-10T00:17:30.370Z,Alton Kutch,10,1697.5848679663613,2522.209614282474,2025-03-06T09:31:17.110Z
Mr. Jessie Feil,92320,2024-12-03T17:38:18.623Z,Elisa Koch,2024-11-29T06:51:33.954Z,Marianne Kessler,4,1707.4060185463168,5614.157236495521,2024-06-08T01:23:13.405Z
Yvonne Schumm,86387,2024-07-22T00:47:12.144Z,Noah Stark,2025-02-28T10:41:51.963Z,Guadalupe Ortiz II,10,1891.3724569720216,16959.715797472745,2024-12-25T01:55:27.263Z
Lee Ankunding,29409,2025-01-26T06:20:48.673Z,Anna Hills I,2025-02-25T05:33:41.522Z,Lynn Schulist,8,1390.5635030241683,3058.2794535090216,2024-08-22T19:10:56.881Z
Kim Reynolds,41709,2024-07-16T23:57:32.959Z,Miss Deborah Purdy,2024-06-02T09:31:59.019Z,Beverly Bechtelar,4,1459.2011594562791,16171.322935214266,2025-01-30T14:55:07.245Z
Vera Mosciski,52907,2024-10-17T05:27:13.123Z,Tommy Armstrong Jr.,2024-09-24T18:26:01.976Z,Steve Pouros,10,1836.4913394208997,18184.051533893216,2024-08-18T15:45:58.484Z
Garry Welch,35997,2024-07-27T00:22:29.850Z,Irene Kulas,2025-02-18T19:12:27.952Z,Carl Yost,2,242.78165965806693,8503.212975035422,2024-08-21T04:42:36.607Z
Grace Carter,8436,2024-10-06T12:43:38.149Z,Darrel Sporer-Jacobi,2024-10-18T20:07:24.047Z,Darryl Kuvalis,9,1246.8441583798267,11708.346509060357,2024-11-07T16:52:22.089Z
Samantha Hauck,81491,2024-08-20T21:00:36.459Z,Gregory Anderson I,2024-09-03T22:20:46.746Z,Dr. Brent Fay,8,511.5105149219744,6743.202737544198,2025-01-09T15:01:43.775Z
Chelsea Becker,53503,2025-01-25T17:18:18.953Z,Miss Sheryl Runolfsson II,2024-09-22T08:22:02.257Z,Rick Gibson,1,459.04595928732306,9593.466174439527,2024-08-20T05:41:51.605Z
Deanna Emard PhD,99619,2024-05-04T20:31:45.083Z,Andy Schoen,2024-10-01T00:25:42.806Z,Roxanne Paucek,8,1882.7009343542159,191.64290603948757,2024-04-30T19:46:18.077Z
Theresa McClure,52145,2024-09-19T17:11:01.335Z,Dr. Tim Toy,2024-05-31T02:17:20.512Z,Dr. Floyd Upton,10,435.7811180409044,6540.499161009211,2024-09-23T17:52:44.393Z
Geraldine Anderson-Douglas Sr.,14404,2024-05-17T09:52:53.149Z,Elsie Nicolas,2024-12-20T11:21:14.195Z,Angela Doyle,8,579.7063724487089,17847.064464946743,2024-12-11T20:31:41.673Z
Carroll Okuneva-O'Keefe,51957,2024-12-31T11:37:42.791Z,Megan Leannon,2025-03-12T04:53:06.792Z,Anna Stehr,7,1169.0532902488485,18068.199506076053,2024-09-30T02:28:30.499Z
Monique Lang,51699,2024-05-02T10:20:27.767Z,Jimmy Johns,2024-07-23T04:44:19.230Z,Edmond Mayert,3,337.4643473071046,2208.1275307340547,2024-10-28T23:38:34.310Z
Michael Bednar,67395,2025-02-08T09:13:49.911Z,Thelma Wuckert,2024-11-22T04:31:40.668Z,Mrs. Marilyn Smitham,6,105.35925801377743,11123.663300904445,2024-11-26T00:23:56.782Z
Joan Koss,25132,2024-04-05T02:13:50.618Z,Faith Tromp,2024-05-02T16:20:19.525Z,Norman Dietrich I,6,1293.0389173096046,17476.006772753317,2024-07-12T07:13:12.970Z
Arthur Bode-Thiel,66444,2024-12-16T19:03:15.973Z,Mrs. Hattie Kassulke,2024-07-06T02:16:27.017Z,Mrs. Claudia D'Amore,9,995.7364141126163,653.7095217150636,2024-06-16T01:27:19.302Z
Leona Satterfield,24572,2025-02-18T15:58:09.285Z,Misty Hermann-Gerlach,2024-08-09T22:14:01.703Z,Marie Beer,2,540.6632241909392,5456.555551325437,2024-04-04T03:20:19.420Z
William Hyatt,51070,2025-02-02T16:13:56.466Z,Kristopher Mayer,2024-09-22T06:21:53.695Z,Gerald Kozey,9,317.30357283959165,762.9810372134671,2025-01-01T16:26:45.239Z
Jan Ullrich,57968,2024-07-09T04:16:49.403Z,Blanche Legros,2025-02-01T21:40:25.326Z,Leslie Friesen,7,1191.9486011844128,3719.9626535060816,2024-10-10T21:40:28.600Z
Wanda Blick,51236,2025-01-20T05:20:17.477Z,Jody Welch,2024-04-25T23:49:29.407Z,Desiree Will,4,1309.6081280964427,9297.322282753885,2024-05-23T08:10:28.343Z
Velma Stark,41214,2025-01-03T05:07:35.453Z,Herbert Stoltenberg,2025-03-12T20:06:49.706Z,Jan Hane,6,385.7931225793436,12985.26371588232,2024-06-29T00:30:34.485Z
Bernard Reinger,57325,2024-06-02T22:14:40.180Z,Desiree Weissnat II,2024-08-14T17:58:03.274Z,Gail Kulas,1,1148.5068023903295,17164.59602615796,2025-01-08T03:48:49.656Z
Rudy Hilpert,49816,2024-06-22T17:35:49.179Z,Fernando Pfeffer-Terry,2024-08-13T23:15:21.265Z,Frederick Smith,7,536.3179155276157,168.070099176839,2024-09-26T08:03:22.148Z
Glenda Wilkinson,89769,2024-04-13T09:45:29.144Z,Stephen Jast,2025-02-17T16:52:38.335Z,Dr. Sheri Turcotte,2,778.2622262951918,1895.5586394993588,2024-11-20T16:26:25.440Z
Dr. Christian Hilll,92543,2025-02-20T15:05:43.180Z,Catherine Dicki,2024-07-31T21:50:58.247Z,Sandy Bechtelar,5,762.4426665948704,9945.54840157507,2024-07-02T16:00:38.714Z
Alonzo Emard,4783,2024-11-21T10:33:14.974Z,Melissa Abbott,2024-08-09T06:21:16.642Z,Archie Lebsack PhD,10,666.4431459503248,11033.904826932121,2024-06-29T17:12:46.875Z
Rochelle Osinski,11153,2025-01-15T06:19:35.502Z,Blanche Thompson,2024-07-08T20:38:36.940Z,Melody Torphy,5,1446.781285153702,426.1963682482019,2024-10-20T15:52:58.361Z
Cornelius Feeney,17933,2024-06-15T21:19:43.906Z,Mr. Alvin Mueller,2024-04-01T20:46:56.284Z,Pat Ankunding,5,492.99754068488255,5547.628041240387,2024-09-18T12:47:58.251Z
Darrel Krajcik II,25697,2025-03-01T22:55:56.847Z,Clifford Kovacek,2024-10-01T19:37:05.187Z,Desiree Denesik,2,147.0817698049359,18043.694490625057,2025-01-26T16:26:58.922Z
Sadie Mitchell,63981,2024-11-20T14:23:51.321Z,Lauren Bogan V,2025-03-09T06:42:35.488Z,Joanna Wuckert II,4,563.6815590434708,2403.949981695041,2024-08-27T12:08:19.239Z
Erin Feeney,56154,2024-06-12T23:42:14.312Z,Lynda Skiles,2025-02-27T03:29:08.388Z,Dan Paucek,6,756.4445948111825,14547.694834636059,2024-12-27T18:27:09.310Z
Kara Glover,50587,2025-03-13T15:34:19.786Z,Bradford Jaskolski V,2024-08-31T05:29:42.477Z,Johnathan Jacobs,9,105.79800545237958,9842.154577071778,2024-05-30T22:49:28.879Z
Dr. Shane Bahringer,90366,2024-09-13T22:51:47.239Z,Tom Block I,2024-11-08T01:59:28.002Z,Leah Schmeler,6,562.60075684404,11563.22774309665,2024-11-29T13:36:57.926Z
Trevor Heidenreich,94468,2024-07-03T09:58:58.427Z,Shari Raynor,2024-05-30T01:16:27.433Z,Dr. Dewey Doyle,3,666.5986136649735,5403.506081481464,2024-06-20T07:14:04.688Z
Terry Feest,24714,2025-03-16T22:22:20.181Z,Christopher Marquardt,2024-11-02T17:26:42.813Z,Gerald Cummerata,4,1027.653320506215,11648.958051472437,2024-12-30T04:54:50.348Z
Pearl Ryan,36948,2024-04-24T20:24:53.096Z,Glenda Hessel,2024-04-07T19:07:17.929Z,Hazel Flatley,1,1999.8808071017265,14920.069566648453,2024-07-05T12:36:12.314Z
Mamie Fisher,73233,2024-06-03T02:33:42.869Z,Lester Jacobson Jr.,2025-02-15T12:13:55.922Z,Theodore Weimann,7,940.4168619425036,6309.77532438701,2024-10-10T12:03:35.313Z
Willard Moore,70787,2024-07-08T08:40:41.882Z,Arlene Funk,2024-09-11T18:17:51.786Z,Spencer MacGyver,1,1263.5296799475327,359.39802477369085,2024-07-25T12:33:06.458Z
Guillermo Schmidt,79674,2024-12-02T10:50:01.949Z,Christopher Brakus,2024-10-05T21:01:06.410Z,Leticia Wyman,8,971.8222783063538,5406.162619555835,2025-02-04T15:30:51.979Z
Julius Ankunding,88636,2024-08-27T09:48:39.271Z,Kate Lowe,2025-02-15T04:36:07.997Z,Sandra Pollich,9,662.257048394531,10844.54852445051,2024-06-05T20:05:16.912Z
Elisa Balistreri,85504,2024-12-12T22:31:29.945Z,Grant Cremin,2025-03-19T02:06:08.487Z,Beverly Schoen,4,285.49908763961866,8385.225876851473,2024-10-04T10:44:29.093Z
Fred Doyle,44064,2024-08-14T12:06:50.767Z,Marcella Sporer,2024-09-16T22:10:32.815Z,Sergio Stoltenberg-Stracke,6,789.5434894249775,1865.9335046540946,2024-04-08T21:03:03.986Z
Ernestine McKenzie,8260,2024-11-26T11:38:01.773Z,Carla Gerhold,2024-10-02T08:25:34.489Z,Verna Steuber,6,1656.7330462043174,19556.2212403398,2024-12-25T16:45:50.197Z
Roy Lynch,22146,2024-12-18T17:52:26.351Z,Mr. Walter Balistreri,2024-06-10T16:27:02.895Z,Ella Wolff Jr.,8,537.4647508142516,19751.83401729446,2024-08-01T13:26:19.979Z
Amos Shields,91804,2024-12-23T02:26:31.809Z,Alice Schuster IV,2024-04-10T19:44:37.780Z,Ramon Hessel,3,1465.0963004212826,7058.682446519379,2025-02-13T09:40:39.795Z
Mandy Hackett,3275,2024-04-01T23:15:44.911Z,Jeanne Powlowski,2024-07-05T16:18:51.675Z,Amos Treutel,5,1071.568713663146,9870.474344911054,2024-12-20T00:36:21.749Z
Rita Runte,58211,2024-04-09T16:41:14.665Z,Mercedes Stiedemann,2024-12-11T18:29:12.327Z,Todd Kris,2,383.63240987528116,18344.288984825835,2025-02-06T01:39:33.301Z
Gilberto Beier,77462,2024-09-10T20:02:02.850Z,Earnest Kemmer,2024-04-09T07:14:04.523Z,Alice Leannon,9,1039.4757207017392,15203.773676976562,2024-09-16T10:41:52.295Z
Steven D'Amore,94288,2024-10-29T08:38:12.896Z,Mario Russel,2024-08-22T18:03:38.497Z,Vicky Rau,4,1170.013673696667,13672.447102505248,2025-01-01T07:32:42.131Z
Jennie Tremblay,58488,2024-09-01T13:33:18.058Z,Elsa Dach-Rogahn,2024-08-22T07:39:37.317Z,Kenny Erdman,1,1148.458888323512,8984.082866681274,2024-07-20T13:50:27.151Z
Priscilla Heathcote,71601,2024-05-02T19:51:17.456Z,Heidi Corkery,2024-04-15T11:58:39.681Z,Darrel Morissette,5,563.932081242092,15006.314389209729,2025-03-13T08:59:35.655Z
Katherine Gerhold,29204,2024-12-31T18:22:45.567Z,Hattie Legros,2025-03-18T11:27:35.141Z,Ellis Howell,9,147.94711692957208,16295.811864547431,2024-11-26T04:38:16.082Z
Felicia Prosacco,19286,2024-12-01T06:48:39.395Z,Candace Marks,2024-06-19T23:15:29.069Z,Orville Hartmann,2,1380.0840755575337,2826.816132804379,2025-01-01T17:55:58.327Z
Clinton Weimann,1941,2025-01-21T17:17:31.642Z,Sherry Bayer V,2024-10-24T17:34:13.352Z,Jeanette Langosh,7,1149.3738625315018,12326.40565248439,2024-12-26T15:53:32.229Z
Brooke Parisian,28029,2025-02-10T08:26:16.337Z,Elaine Brakus,2025-02-22T23:39:15.014Z,Lorenzo Johnson,8,1604.3343824567273,7079.22571481904,2025-03-15T23:01:27.582Z
Gayle Leffler,76101,2024-12-28T11:27:21.307Z,Ian Kling,2024-09-26T23:56:39.117Z,Darnell Jaskolski,9,1808.1705078482628,5867.10794379469,2024-10-09T05:41:31.598Z
Jack Connelly,53963,2024-06-12T01:56:48.290Z,Kelly Mertz-Lehner,2024-06-18T19:02:19.602Z,Armando Adams,8,1215.813163027633,5450.223596068099,2024-12-10T03:39:38.923Z
Dallas Becker V,39706,2024-06-30T18:26:54.546Z,Darla Lebsack-Cassin,2024-04-22T15:21:08.003Z,Whitney Runolfsson I,9,793.1468172115274,14037.822341138963,2024-07-10T21:44:36.844Z
Sonja Hagenes,41675,2024-12-20T21:06:48.344Z,Israel Quigley,2024-12-22T00:58:21.404Z,Kirk Ullrich,7,1705.5357018718496,148.86834040516987,2024-12-30T15:24:26.566Z
Olive Kunze,22979,2024-04-27T15:37:27.952Z,Gregg Pacocha-Pouros,2024-12-10T00:15:10.210Z,Allen Kunze,8,1571.8985619023442,9135.480574844405,2025-03-01T14:48:11.442Z
Terence Simonis II,22010,2024-03-30T02:27:16.772Z,Jane Nitzsche,2024-12-03T15:04:39.876Z,Felicia Grant,1,156.11189992632717,319.4955656887032,2024-12-19T08:22:36.071Z
Ernesto Macejkovic,55359,2024-12-17T19:52:38.183Z,Dr. Milton O'Hara-Greenholt,2024-12-15T13:46:49.064Z,Glen Koelpin,7,112.99239568179473,180.2873446024023,2024-04-13T16:57:12.076Z
Holly Tillman,85849,2024-12-26T04:58:57.871Z,Rick Corkery DDS,2025-03-20T15:44:47.589Z,Mrs. Miranda Hackett,7,877.1196115179919,17706.76570677897,2024-11-17T01:57:31.858Z
Katrina D'Amore V,19989,2024-06-01T20:27:24.545Z,Mark Jenkins,2024-07-07T11:52:07.392Z,Hubert Morissette,2,1293.7867246218957,12762.63728128979,2024-05-04T10:27:01.332Z
Barbara Hoeger,66510,2024-05-13T01:28:16.962Z,Curtis Hirthe,2024-12-26T14:10:30.363Z,Sherman Lueilwitz DDS,2,1364.9010715307668,10497.80930565903,2025-01-31T05:20:21.964Z
Laurie Okuneva,44401,2024-03-31T20:03:16.608Z,Ella O'Conner,2024-07-26T11:06:31.315Z,Dr. Ross Yundt,9,1663.7225967948325,3475.64550798852,2024-10-10T19:17:27.921Z
Angelica Hettinger,47412,2025-01-10T22:09:10.163Z,Mae Boehm,2025-01-15T13:31:32.854Z,Boyd White,10,914.7160875727423,2678.194008686114,2024-10-09T03:42:57.538Z
Viola Koss,87100,2024-09-11T08:57:25.532Z,Yolanda Bins-Rodriguez,2024-07-27T04:48:23.726Z,Vicki Kilback,6,1115.0681098573841,7651.985026069451,2024-07-21T03:28:41.961Z
Vincent Dickinson,58858,2024-07-09T06:13:03.477Z,Kristin Walsh PhD,2025-01-12T13:12:27.925Z,Michael Brakus,6,880.5998649913818,12439.492686791345,2024-12-16T03:02:33.784Z
Mr. Irvin Turcotte,47131,2024-04-20T23:36:14.716Z,Ben Spencer Jr.,2024-07-13T00:28:18.022Z,Samantha Parker,1,262.27513450430706,6689.332236500923,2024-11-23T11:32:58.882Z
Rene O'Connell-Huel MD,12099,2024-08-06T11:16:01.658Z,Ada Okuneva,2024-06-09T13:46:55.866Z,Shari Conroy,2,1980.1775778527372,8976.783001585864,2024-09-06T16:07:02.082Z
Isaac Bosco,7315,2024-05-25T13:24:04.044Z,Claudia Willms,2025-03-18T16:14:18.518Z,Vincent Hayes I,10,1293.5928849736229,13189.344642544165,2024-12-04T02:01:28.626Z
Dr. Ramon Cummings,96032,2024-04-26T16:44:35.635Z,Malcolm White,2024-06-23T15:26:50.992Z,Tara McLaughlin,6,1396.557123598177,18372.541279811412,2024-11-23T05:49:08.537Z
Catherine Miller,61457,2025-01-02T13:38:09.219Z,Sandy Yost,2024-11-20T06:46:50.189Z,Camille Bogan,6,447.2114358562976,6615.804500086233,2024-05-04T14:24:48.225Z
Allan Barrows,5122,2025-01-12T21:05:01.545Z,Derrick Runolfsdottir PhD,2025-01-02T18:53:02.951Z,Hubert Heathcote II,9,1864.455514412839,11130.904504656792,2025-01-23T04:00:19.678Z
Roxanne Howell,97172,2024-09-03T15:57:49.329Z,Kristin Johnston,2024-04-04T04:33:47.107Z,Irene Langworth,4,1963.1278834072873,12206.811403506435,2024-08-28T09:19:18.834Z
Lois Farrell,24037,2025-03-05T21:27:56.774Z,Eva Mitchell,2024-06-01T15:30:21.887Z,Johnny Langosh,7,1137.157968862448,14651.464674214367,2024-12-22T22:43:43.987Z
Nathaniel Luettgen,21213,2024-06-29T15:37:14.768Z,Lillian Hartmann,2024-12-14T07:12:34.617Z,Mr. Gustavo Farrell,7,599.4643433135934,12461.14104022272,2024-10-07T20:24:02.320Z
Kara Nader,23808,2024-04-19T15:37:19.667Z,Isaac Toy,2024-10-04T10:19:34.119Z,Wesley Quitzon,1,988.7684839428402,9046.84775393689,2024-08-04T09:08:28.883Z
Jose VonRueden II,2670,2024-08-09T00:30:14.824Z,Vicki Turner,2024-07-15T01:37:26.062Z,Vicki Corwin I,9,1771.8682123813778,14421.729199239053,2024-04-20T06:44:40.769Z
Roland Spinka,8889,2024-11-28T04:45:33.575Z,Arlene Kuvalis,2024-06-16T08:49:11.058Z,Thomas Heathcote,10,1141.9193975278176,4893.660519528203,2024-06-02T17:03:28.118Z
Marcia Reinger,33829,2024-11-16T20:58:46.506Z,Ms. Brandy Langworth,2024-07-01T18:05:59.420Z,Doris Wilkinson,9,192.83847231417894,11577.043569344096,2025-01-22T00:56:58.473Z
Steve Lindgren,63747,2025-03-20T17:17:57.934Z,Don Emard,2025-03-17T06:42:29.550Z,Henrietta Jakubowski Jr.,4,94.75252840202302,4514.775692962576,2024-04-11T05:43:52.842Z
Melvin Quitzon,98072,2024-12-27T07:22:25.819Z,Leslie Wolff,2024-12-16T02:09:58.973Z,Paul Heidenreich,4,740.4996911529452,18201.78151956061,2024-05-17T19:35:12.950Z
Claudia Franecki,79487,2025-02-17T03:26:46.386Z,Jeff Zemlak,2025-01-19T06:14:47.128Z,David Brekke,6,635.0221004104242,7672.692870348692,2024-12-11T14:07:59.358Z
Clarence Bernhard MD,12907,2025-01-12T10:07:17.927Z,Luis Marquardt-Strosin MD,2024-04-18T07:59:14.739Z,Mrs. Bertha Bradtke,7,1133.4531826432794,11661.12267866265,2024-09-05T04:55:17.375Z
Mae Skiles,43274,2025-03-13T13:28:18.701Z,Muriel Koelpin,2024-04-30T09:57:14.520Z,Frances Dickinson,7,337.6495492295362,15128.434759401716,2024-07-25T18:09:18.070Z
